Observer,Date,Site,Depth_m,Genus,Species,Percent_bleached,Percent_VN_dead,Percent_N_dead,Orientation,Note,Habitat,Percent_mortality,SizeStandardized,Percent_healthy,Percent_impact
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,0,S,NA,OR,0,10-29 cm,100,0
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,0,S,NA,OR,0,10-29 cm,100,0
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,0,T,NA,OR,0,10-29 cm,100,0
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,0,T,NA,OR,0,10-29 cm,100,0
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/15/19,LTER6,17,Pocillopora,NA,10,0,5,B,NA,OR,5,5-9 cm,85,15
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,100,B,NA,OR,100,5-9 cm,0,100
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/15/19,LTER6,17,Pocillopora,NA,15,0,0,S,NA,OR,0,10-29 cm,85,15
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,0,S,NA,OR,0,10-29 cm,100,0
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,0,S,NA,OR,0,10-29 cm,100,0
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,0,S,NA,OR,0,10-29 cm,100,0
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,0,S,NA,OR,0,10-29 cm,100,0
DB,7/15/19,LTER6,17,Pocillopora,NA,40,60,0,B,NA,OR,60,30+ cm,0,100
DB,7/15/19,LTER6,17,Pocillopora,NA,50,0,0,B,NA,OR,0,10-29 cm,50,50
DB,7/15/19,LTER6,17,Pocillopora,NA,70,30,0,B,NA,OR,30,30+ cm,0,100
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,30,B,NA,OR,30,5-9 cm,70,30
DB,7/15/19,LTER6,17,Pocillopora,NA,10,0,0,B,NA,OR,0,10-29 cm,90,10
DB,7/15/19,LTER6,17,Pocillopora,NA,10,0,0,B,NA,OR,0,10-29 cm,90,10
DB,7/15/19,LTER6,17,Pocillopora,NA,80,20,0,B,NA,OR,20,5-9 cm,0,100
DB,7/15/19,LTER6,17,Pocillopora,NA,10,20,0,B,NA,OR,20,10-29 cm,70,30
DB,7/15/19,LTER6,17,Pocillopora,NA,50,20,0,B,NA,OR,20,30+ cm,30,70
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,100,S,NA,OR,100,10-29 cm,0,100
DB,7/15/19,LTER6,17,Pocillopora,NA,10,0,90,S,NA,OR,90,30+ cm,0,100
DB,7/15/19,LTER6,17,Pocillopora,NA,15,0,0,B,NA,OR,0,10-29 cm,85,15
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/15/19,LTER6,17,Pocillopora,NA,10,0,5,B,NA,OR,5,10-29 cm,85,15
DB,7/15/19,LTER6,17,Pocillopora,NA,10,10,30,B,NA,OR,40,10-29 cm,50,50
DB,7/15/19,LTER6,17,Pocillopora,NA,30,30,20,B,NA,OR,50,30+ cm,20,80
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/15/19,LTER6,17,Pocillopora,NA,0,5,0,B,NA,OR,5,10-29 cm,95,5
DB,7/15/19,LTER6,17,Pocillopora,NA,5,0,0,B,NA,OR,0,10-29 cm,95,5
DB,7/15/19,LTER6,17,Pocillopora,NA,5,0,0,B,NA,OR,0,10-29 cm,95,5
DB,7/15/19,LTER6,17,Pocillopora,NA,80,10,0,B,NA,OR,10,30+ cm,10,90
DB,7/15/19,LTER6,17,Pocillopora,NA,20,20,0,B,NA,OR,20,10-29 cm,60,40
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/15/19,LTER6,17,Pocillopora,NA,10,0,0,B,NA,OR,0,10-29 cm,90,10
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/15/19,LTER6,17,Pocillopora,NA,90,0,0,B,NA,OR,0,5-9 cm,10,90
DB,7/15/19,LTER6,17,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/15/19,LTER6,17,Pocillopora,NA,10,0,15,B,NA,OR,15,30+ cm,75,25
DB,7/15/19,LTER6,17,Pocillopora,NA,15,0,0,B,NA,OR,0,30+ cm,85,15
TA,7/10/19,LTER1,10,Pocillopora,NA,0,50,20,B,NA,OR,70,30+ cm,30,70
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,10,B,NA,OR,10,10-29 cm,90,10
TA,7/10/19,LTER1,10,Pocillopora,NA,50,30,0,B,NA,OR,30,10-29 cm,20,80
TA,7/10/19,LTER1,10,Pocillopora,NA,20,70,10,B,NA,OR,80,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,5,B,NA,OR,5,10-29 cm,95,5
TA,7/10/19,LTER1,10,Pocillopora,NA,50,40,10,B,NA,OR,50,10-29 cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,40,50,10,B,NA,OR,60,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,40,60,B,NA,OR,100,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,10,B,NA,OR,10,10-29 cm,90,10
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,5,B,NA,OR,5,10-29 cm,95,5
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,100,B,NA,OR,100,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,50,40,10,B,NA,OR,50,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,20,60,20,B,NA,OR,80,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,50,50,B,NA,OR,100,10-29 cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,40,50,10,B,NA,OR,60,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,40,50,10,B,NA,OR,60,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,50,30,20,B,NA,OR,50,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,15,0,0,B,NA,OR,0,10-29 cm,85,15
TA,7/10/19,LTER1,10,Pocillopora,NA,0,50,50,B,NA,OR,100,10-29 cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,30,60,10,B,NA,OR,70,10-29 cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,5-9 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,10,B,Pale. Recovering?,OR,10,30+ cm,90,10
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,90,10,0,B,NA,OR,10,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,80,20,0,B,NA,OR,20,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,15,5,0,B,Pale. Recovering?,OR,5,30+ cm,80,20
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,15,0,0,B,NA,OR,0,10-29 cm,85,15
TA,7/10/19,LTER1,10,Pocillopora,NA,15,0,0,B,NA,OR,0,10-29 cm,85,15
TA,7/10/19,LTER1,10,Pocillopora,NA,20,70,10,B,NA,OR,80,10-29 cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,10,0,0,B,NA,OR,0,10-29 cm,90,10
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,15,0,20,B,NA,OR,20,10-29 cm,65,35
TA,7/10/19,LTER1,10,Pocillopora,NA,15,0,85,B,NA,OR,85,10-29 cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,80,20,B,NA,OR,100,10-29 cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,10,70,20,B,NA,OR,90,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,S,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,S,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,50,0,S,NA,OR,50,10-29 cm,50,50
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,100,S,NA,OR,100,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,30,60,10,T,NA,OR,70,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,T,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,90,10,B,NA,OR,100,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,S,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,50,B,NA,OR,50,10-29 cm,50,50
TA,7/10/19,LTER1,10,Pocillopora,NA,25,0,0,B,NA,OR,0,10-29 cm,75,25
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,S,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,60,40,0,B,NA,OR,40,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,10,B,NA,OR,10,10-29 cm,90,10
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,30+ cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,50,50,0,B,NA,OR,50,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,40,50,10,B,NA,OR,60,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,5-9 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,90,10,B,NA,OR,100,10-29 cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,S,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,10,70,20,B,NA,OR,90,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,5,B,NA,OR,5,10-29 cm,95,5
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,100,B,NA,OR,100,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,40,60,B,NA,OR,100,10-29 cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,50,50,B,NA,OR,100,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,80,15,0,B,NA,OR,15,30+ cm,5,95
TA,7/10/19,LTER1,10,Pocillopora,NA,20,60,20,B,NA,OR,80,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,5,0,95,B,NA,OR,95,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,10,0,0,B,NA,OR,0,10-29 cm,90,10
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,20,60,20,B,NA,OR,80,10-29 cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,80,20,B,NA,OR,100,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,10,60,30,B,NA,OR,90,10-29 cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,30+ cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,5,0,0,B,Pale. Recovering?,OR,0,30+ cm,95,5
TA,7/10/19,LTER1,10,Pocillopora,NA,70,30,0,B,NA,OR,30,10-29 cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,10,60,30,B,NA,OR,90,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,80,20,0,B,NA,OR,20,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,60,5,0,B,Pale,OR,5,10-29 cm,35,65
TA,7/10/19,LTER1,10,Pocillopora,NA,0,50,50,B,NA,OR,100,10-29 cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,5-9 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,100,B,NA,OR,100,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,20,70,10,B,NA,OR,80,10-29 cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,80,20,B,NA,OR,100,10-29 cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,50,50,B,NA,OR,100,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,30,30,30,B,NA,OR,60,10-29 cm,10,90
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,100,B,NA,OR,100,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,80,20,B,NA,OR,100,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,20,60,20,B,NA,OR,80,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,20,40,40,B,NA,OR,80,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,70,30,0,B,NA,OR,30,10-29 cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,80,20,B,NA,OR,100,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,100,0,B,NA,OR,100,10-29 cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,60,40,0,B,NA,OR,40,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,60,40,0,B,NA,OR,40,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,100,0,B,NA,OR,100,10-29 cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,80,20,0,B,NA,OR,20,10-29 cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,10,B,NA,OR,10,10-29 cm,90,10
TA,7/10/19,LTER1,10,Pocillopora,NA,15,45,40,B,NA,OR,85,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,5,0,0,B,NA,OR,0,10-29 cm,95,5
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,60,40,0,B,NA,OR,40,10-29 cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,10,60,30,B,NA,OR,90,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,100,B,NA,OR,100,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,100,B,NA,OR,100,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,5-9 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,100,B,NA,OR,100,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,30,70,0,B,NA,OR,70,10-29 cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,85,15,0,B,NA,OR,15,10-29 cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,50,50,B,NA,OR,100,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,30,70,0,B,NA,OR,70,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,10,B,NA,OR,10,10-29 cm,90,10
TA,7/10/19,LTER1,10,Pocillopora,NA,50,30,20,B,NA,OR,50,10-29 cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,100,B,NA,OR,100,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,100,B,NA,OR,100,30+ cm,0,100
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,10,B,NA,OR,10,10-29 cm,90,10
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,30,B,NA,OR,30,10-29 cm,70,30
TA,7/10/19,LTER1,10,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
TA,7/10/19,LTER1,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,17,Pocillopora,NA,0,0,0,S,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,17,Pocillopora,NA,0,0,5,B,NA,OR,5,10-29 cm,95,5
TA,7/10/19,LTER1,17,Pocillopora,NA,0,0,10,B,NA,OR,10,10-29 cm,90,10
TA,7/10/19,LTER1,17,Pocillopora,NA,0,0,0,B,NA,OR,0,10-29 cm,100,0
TA,7/10/19,LTER1,17,Pocillopora,NA,0,0,10,B,NA,OR,10,10-29 cm,90,10
TA,7/10/19,LTER1,17,Pocillopora,NA,0,90,0,B,NA,OR,90,10-29 cm,10,90
TA,7/10/19,LTER1,17,Pocillopora,NA,0,0,10,B,NA,OR,10,10-29 cm,90,10
TA,7/10/19,LTER1,17,Pocillopora,NA,0,0,100,B,NA,OR,100,10-29 cm,0,100
